"V1","Total"
"Anja",144
"Anjali",271
"Anjana",32
"Anjani",17
"Anjelica",32
"Anjelina",19
"Anjolaoluwa",43
"Anjolie",17
"Ankita",18
"Anmarie",15
"Anmol",12
"Anmol",23
"Ann",570
"Anna",5124
"Anna",9868
"Annabel",867
"Annabell",276
"Annabella",1563
"Annabelle",6236
"Annabellee",18
"Annabeth",379
"Annaclaire",35
"Annaelle",26
"Annagrace",57
"Annah",71
"Annahi",22
"Annais",28
"Annaka",29
"Annakate",29
"Annalaya",19
"Annalea",53
"Annaleah",164
"Annalee",618
"Annaleese",13
"Annalei",15
"Annaleia",13
"Annaleigh",364
"Annaleigha",30
"Annaleise",35
"Annalena",19
"Annalese",13
"Annaley",17
"Annali",50
"Annalia",168
"Annaliah",31
"Annalice",10
"Annalicia",61
"Annalie",141
"Annaliese",370
"Annalina",35
"Annalis",15
"Annalisa",223
"Annalise",1595
"Annalisia",21
"Annalisse",27
"Annaliyah",51
"Annaliz",21
"Annaliza",10
"Annalucia",17
"Annaly",55
"Annalya",11
"Annalyce",18
"Annalyn",137
"Annalynn",207
"Annalynne",34
"Annalysa",19
"Annalyse",139
"Annalysia",11
"Annalyssa",18
"Annamae",65
"Annamaria",74
"Annamarie",236
"Annapurna",11
"Annarae",12
"Annarose",50
"Annasofia",23
"Annasophia",47
"Annastacia",16
"Annastasia",128
"Annaston",18
"Annastyn",50
"Annaya",27
"Annayah",11
"Anndrea",11
"Anne",1101
"Annebelle",30
"Anneka",25
"Anneke",36
"Annel",23
"Anneli",41
"Annelie",31
"Anneliese",347
"Annelisa",16
"Annelise",406
"Annelle",15
"Annely",12
"Annelyse",30
"Annemarie",155
"Anneth",10
"Annetta",16
"Annette",375
"Anni",16
"Annia",33
"Anniah",26
"Annica",19
"Annie",2115
"Annika",994
"Annikah",12
"Annilee",17
"Annisa",14
"Annisten",16
"Anniston",528
"Annistyn",262
"Anniyah",65
"Annlee",24
"Annleigh",26
"Annmarie",207
"Annora",123
"Annslee",54
"Annsleigh",32
"Annsley",115
"Anny",72
"Annya",17
"Anoop",11
"Anora",133
"Anorah",36
"Anouk",28
"Anoushka",32
"Anshika",36
"Anslee",146
"Ansleigh",183
"Ansley",873
"Anslie",20
"Anta",17
"Antara",12
"Anthea",20
"Anthem",14
"Anthonella",25
"Anthonia",11
"Anthony",9827
"Anthony",23
"Antionette",17
"Antoinette",146
"Antonela",10
"Antonella",631
"Antonette",14
"Antonia",525
"Antonina",60
"Anuhea",67
"Anum",30
"Anuoluwa",12
"Anuoluwapo",15
"Anusha",45
"Anushka",90
"Anvi",146
"Anvika",123
"Anvita",44
"Anvitha",57
"Anwar",49
"Anwen",18
"Anwita",58
"Anwyn",11
"Anya",1068
"Anyah",83
"Anyela",18
"Anyeli",53
"Anyelin",31
"Anyely",13
"Anyi",13
"Anyia",33
"Anyiah",46
"Anyla",263
"Anylah",200
"Anysia",15
"Anyssa",45
"Anzal",37
"Anzlee",19
"Anzleigh",17
"Anzley",15
"Aoi",19
"Aoi",18
"Aoife",202
"Aoki",16
"Aolani",54
"Aolanis",42
"Aparna",12
"Aphrodite",28
"Apolline",18
"Apollonia",42
"Apolonia",24
"Aponi",13
"Apphia",16
"Apple",25
"April",1621
"Apryl",73
"Apsara",11
"Aqsa",29
"Aqua",13
"Aquila",21
"Aquila",19
"Aquinnah",10
"Ara",62
"Ara",102
"Arabel",27
"Arabela",16
"Arabell",20
"Arabella",3397
"Arabelle",256
"Araceli",454
"Aracelis",18
"Aracelli",18
"Aracely",279
"Aradhana",23
"Aradhya",64
"Araeya",12
"Arah",16
"Arai",11
"Araia",14
"Araina",40
"Araiya",56
"Araiyah",26
"Aralyn",105
"Aralynn",121
"Aram",80
"Aram",11
"Arantxa",110
"Arantza",276
"Aranza",592
"Araya",343
"Arayah",172
"Arayia",14
"Arayla",14
"Arayna",32
"Arbor",68
"Arbor",36
"Arcadia",38
"Arcelia",14
"Archer",1400
"Archer",54
"Arden",404
"Arden",575
"Ardis",11
"Ardyn",44
"Areana",10
"Areanna",14
"Areeba",22
"Areebah",10
"Areej",53
"Areen",31
"Areesha",31
"Areeya",10
"Areia",14
"Areli",320
"Arelis",23
"Arella",35
"Arelly",15
"Arely",730
"Arelyn",17
"Arelys",14
"Arena",12
"Areni",14
"Ares",20
"Ares",361
"Areya",32
"Areyah",12
"Arfa",28
"Argelia",17
"Arhianna",12
"Ari",1007
"Ari",539
"Aria",13296
"Aria",6408
"Ariabella",35
"Ariadna",300
"Ariadne",753
"Ariadnne",17
"Ariah",614
"Ariah",1647
"Ariahna",28
"Arial",46
"Ariam",46
"Arian",363
"Arian",77
"Ariana",9521
"Ariana",4949
"Arianah",67
"Ariane",213
"Ariani",57
"Arianis",12
"Ariann",24
"Arianna",8388
"Arianna",4525
"Ariannah",119
"Arianne",148
"Arianni",53
"Ariannie",19
"Arianny",283
"Ariany",69
"Ariarose",14
"Arias",14
"Ariauna",20
"Ariayah",10
"Ariba",11
"Aribella",165
"Aribelle",27
"Aricela",20
"Ariday",10
"Arie",198
"Arie",163
"Ariea",19
"Arieah",11
"Arieal",11
"Arieana",37
"Arieanna",60
"Ariel",2934
"Ariel",4516
"Ariela",307
"Ariele",15
"Arielis",29
"Arieliz",16
"Ariell",31
"Ariella",1793
"Ariellah",22
"Arielle",1996
"Arielly",15
"Ariely",32
"Arielys",31
"Arien",22
"Arien",26
"Arienne",24
"Arieonna",19
"Aries",135
"Aries",240
"Arietta",35
"Arieya",10
"Arihana",15
"Arihanna",43
"Arij",13
"Arijana",16
"Arika",41
"Arilyn",46
"Arilynn",45
"Arin",57
"Arin",79
"Arina",133
"Arion",76
"Arion",15
"Ariona",44
"Arionna",166
"Aris",117
"Aris",88
"Arisa",38
"Arisbeth",74
"Arisha",76
"Arissa",126
"Arista",30
"Aritza",16
"Ariya",832
"Ariyah",1185
"Ariyan",26
"Ariyan",45
"Ariyana",218
"Ariyanah",40
"Ariyanna",222
"Ariyel",22
"Ariyelle",11
"Ariyiah",10
"Ariyonna",39
"Ariza",58
"Arizbeth",64
"Arizona",203
"Arla",16
"Arlana",12
"Arlee",54
"Arleen",108
"Arleigh",59
"Arlen",34
"Arlen",81
"Arlena",14
"Arlene",315
"Arlenis",10
"Arlenne",16
"Arleny",15
"Arlet",166
"Arleth",372
"Arlett",74
"Arlette",382
"Arley",83
"Arley",54
"Arlie",37
"Arlie",55
"Arlin",22
"Arlin",27
"Arline",17
"Arlington",18
"Arlington",21
"Arlo",88
"Arlo",1000
"Arlow",23
"Arlow",13
"Arly",16
"Arly",14
"Arlyn",82
"Arlyn",57
"Arlyne",13
"Arlynn",33
"Armahni",19
"Armani",944
"Armani",876
"Armanii",27
"Armanii",29
"Armina",17
"Armiyah",20
"Armoni",153
"Armoni",203
"Armonie",49
"Armonie",30
"Armonii",30
"Arna",33
"Arnika",23
"Arohi",35
"Arora",31
"Aroura",17
"Aroush",15
"Arpi",25
"Arrabella",32
"Arraya",17
"Arrayah",25
"Arria",40
"Arriah",31
"Arriana",79
"Arrianna",75
"Arrie",29
"Arriella",11
"Arrielle",20
"Arrietty",21
"Arrington",18
"Arrington",18
"Arriyah",22
"Arrow",132
"Arrow",180
"Arsema",99
"Arshi",24
"Arshia",26
"Arshika",18
"Arshiya",38
"Artemis",132
"Artemis",253
"Artemisia",20
"Arushi",26
"Arwa",95
"Arwen",243
"Arwyn",62
"Ary",17
"Ary",17
"Arya",1693
"Arya",3529
"Aryaa",13
"Aryah",234
"Aryahi",28
"Aryam",30
"Aryam",48
"Aryan",60
"Aryan",374
"Aryana",599
"Aryanah",31
"Aryani",20
"Aryanna",754
"Aryannah",40
"Arybella",13
"Aryeh",95
"Aryel",38
"Aryella",30
"Aryelle",50
"Aryia",108
"Aryiah",75
"Aryian",14
"Aryiana",23
"Aryianna",37
"Aryn",45
"Aryn",102
"Arynn",49
"Aryonna",31
"Aryssa",28
"Arzu",17
"Asa",118
"Asa",631
"Asaiah",15
"Asaiah",68
"Asal",19
"Asani",16
"Asani",25
"Asante",20
"Aseda",10
"Aseel",65
"Aseel",125
"Asees",22
"Asenat",19
"Asenath",29
"Aseneth",19
"Aseret",11
"Aset",11
"Asfiya",11
"Asha",363
"Ashani",13
"Ashanti",317
"Ashanty",25
"Ashari",24
"Ashby",39
"Ashby",54
"Ashely",42
"Asher",145
"Asher",5540
"Ashia",28
"Ashika",13
"Ashira",28
"Ashiya",16
"Ashiyah",12
"Ashlan",17
"Ashland",38
"Ashland",28
"Ashlee",199
"Ashleen",41
"Ashleigh",201
"Ashlen",26
"Ashley",6443
"Ashley",3453
"Ashli",19
"Ashlie",41
"Ashlin",92
"Ashlinn",21
"Ashly",230
"Ashlyn",1811
"Ashlynn",1628
"Ashlynne",68
"Ashmi",12
"Ashna",28
"Ashonti",13
"Ashten",52
"Ashten",15
"Ashtin",27
"Ashtin",60
"Ashton",386
"Ashton",3269
"Ashtyn",393
"Ashtyn",288
"Ashtynn",29
"Ashtynn",24
"Ashvika",23
"Ashya",11
"Asia",530
"Asiah",45
"Asiah",56
"Asiana",15
"Asiya",246
"Asiyah",167
"Aslan",55
"Aslan",13
"Asli",23
"Aslyn",30
"Aslynn",24
"Asma",197
"Asmaa",65
"Asmi",34
"Asna",14
"Aspen",1770
"Aspen",968
"Aspyn",137
"Aspyn",277
"Aspynn",36
"Asra",34
"Assata",52
"Astella",22
"Aster",68
"Aster",46
"Asteria",13
"Aston",170
"Astoria",35
"Astra",30
"Astraea",38
"Astrid",674
"Astryd",14
"Astyn",13
"Asuna",35
"Asya",62
"Asyah",14
"Atalaya",18
"Atalee",11
"Atalia",66
"Atalie",36
"Atara",81
"Atarah",63
"Athalia",70
"Athaliah",22
"Athanasia",15
"Athea",28
"Athena",4208
"Athenarose",12
"Athenea",12
"Athenna",17
"Athens",13
"Athina",36
"Athira",24
"Athyna",15
"Athziri",39
"Athziry",24
"Atia",14
"Atiya",17
"Atiyah",10
"Atlanta",14
"Atlantis",18
"Atlas",57
"Atlas",817
"Atlee",45
"Atlee",54
"Atleigh",19
"Atley",90
"Atley",68
"Attalie",13
"Attica",11
"Atticus",919
"Atziri",59
"Atziry",34
"Aubery",19
"Aubre",70
"Aubrea",21
"Aubreana",23
"Aubreanna",46
"Aubree",7012
"Aubree",3632
"Aubreeanna",13
"Aubrei",102
"Aubreigh",238
"Aubrey",7506
"Aubrey",13883
"Aubreyana",25
"Aubreyanna",39
"Aubreyella",22
"Aubreyrose",13
"Aubri",539
"Aubria",13
"Aubriana",378
"Aubrianna",513
"Aubrianne",14
"Aubriauna",10
"Aubrie",1322
"Aubriee",57
"Aubriel",57
"Aubriella",583
"Aubrielle",740
"Aubrii",53
"Aubrina",18
"Aubrionna",17
"Aubry",174
"Aubry",96
"Aubryana",34
"Aubryanna",33
"Aubryella",11
"Aubryn",42
"Aubrynn",18
"Auburn",58
"Auburn",86
"Audelia",12
"Auden",104
"Auden",167
"Audi",32
"Audi",24
"Audianna",16
"Audie",45
"Audie",49
"Audra",366
"Audreanna",11
"Audree",331
"Audrena",12
"Audrey",10930
"Audrey",5607
"Audreyana",18
"Audreyanna",26
"Audri",104
"Audria",25
"Audriana",502
"Audrianna",403
"Audrie",185
"Audriella",30
"Audrielle",48
"Audrina",793
"Audrinna",24
"Audry",35
"Audryana",14
"Audryanna",12
"Audryna",16
"Audyn",23
"August",2320
"August",466
"Augusta",55
"Augusta",73
"Augustina",31
"Augustine",53
"Augustine",360
"Aulani",117
"Auna",42
"Aunalee",12
"Aundraya",13
"Aundrea",89
"Aundreya",11
"Aunesti",24
"Aunesty",30
"Aunika",22
"Aunisty",24
"Aunna",42
"Aura",193
"Aurbree",13
"Aurea",49
"Auree",13
"Aurelia",782
"Aurelie",39
"Auri",41
"Auri",92
"Auria",141
"Auriah",22
"Auriana",51
"Aurianna",56
"Aurie",61
"Auriel",52
"Auriella",72
"Aurielle",99
"Aurora",7595
"Aurorah",30
"Aury",15
"Auset",41
"Austen",152
"Austen",155
"Austin",269
"Austin",5487
"Austyn",470
"Austyn",348
"Austynn",51
"Autry",20
"Autry",18
"Autum",61
"Autumn",4113
"Autumn",8098
"Autumnrose",22
"Autym",12
"Autymn",25
"Ava",16350
"Ava",32577
"Avaa",14
"Avabella",10
"Avabelle",16
"Avacyn",63
"Avaeh",12
"Avagail",21
"Avagrace",81
"Avah",837
"Avahlynn",13
"Avaiah",27
"Avaiyah",21
"Avalee",197
"Avaleen",35
"Avalei",13
"Avaleigh",138
"Avalena",13
"Avalene",51
"Avaley",20
"Avalie",14
"Avalin",12
"Avalina",68
"Avaline",70
"Avalon",304
"Avalyn",533
"Avalynn",629
"Avalynne",35
"Avalyse",12
"Avamae",22
"Avamarie",180
"Avana",36
"Avanelle",20
"Avangelina",13
"Avangeline",48
"Avani",274
"Avanna",30
"Avannah",13
"Avanni",16
"Avanthika",24
"Avantika",39
"Avarae",27
"Avaree",64
"Avarey",17
"Avari",58
"Avari",80
"Avarie",243
"Avarose",80
"Avary",94
"Avary",165
"Avaya",172
"Avayah",132
"Avayla",13
"Ave",41
"Avea",29
"Aveah",92
"Aveen",11
"Aveena",21
"Aveleen",21
"Avelina",112
"Aveline",279
"Avelyn",171
"Avelynn",62
"Aven",229
"Aven",171
"Avena",14
"Avenly",24
"Averee",62
"Averee",119
"Avereigh",13
"Averey",46
"Averey",60
"Averi",415
"Averi",754
"Averiana",24
"Averianna",22
"Averie",1621
"Averie",847
"Averii",15
"Averlee",29
"Averleigh",22
"Averley",22
"Averly",75
"Avery",11429
"Avery",18063
"Averyana",27
"Averyanna",25
"Averylynn",11
"Averyonna",10
"Averyrose",19
"Avey",24
"Aveya",41
"Aveyah",44
"Avi",256
"Avi",70
"Avia",216
"Aviah",64
"Avian",96
"Avian",17
"Aviana",1269
"Avianah",49
"Avianna",1077
"Aviannah",41
"Aviary",10
"Avie",86
"Aviela",30
"Aviella",40
"Avielle",67
"Aviendha",26
"Avigail",210
"Avigayil",55
"Avika",88
"Avila",75
"Avilene",18
"Avilyn",19
"Avilynn",16
"Avin",61
"Avin",10
"Avina",29
"Avion",15
"Avion",134
"Aviona",49
"Avionna",110
"Avira",25
"Aviree",11
"Avis",22
"Avis",23
"Avisha",21
"Avital",39
"Aviv",25
"Aviv",44
"Aviva",222
"Aviya",50
"Aviyah",44
"Aviyana",23
"Aviyanna",22
"Avleen",74
"Avlyn",11
"Avlynn",19
"Avneet",42
"Avni",137
"Avnoor",37
"Avonlea",172
"Avonna",32
"Avorie",13
"Avory",34
"Avory",44
"Avree",53
"Avreet",12
"Avrey",24
"Avri",90
"Avriana",23
"Avrianna",29
"Avrie",88
"Avriel",13
"Avriel",11
"Avriella",13
"Avrielle",28
"Avril",253
"Avry",51
"Avry",49
"Avy",30
"Avya",18
"Avyana",60
"Avyanna",149
"Avyn",50
"Avyn",42
"Avynn",14
"Awa",55
"Axel",3453
"Axel",22
"Axelle",19
"Aya",630
"Ayaan",433
"Ayaan",17
"Ayaana",30
"Ayaat",37
"Ayah",315
"Ayak",11
"Ayaka",23
"Ayala",82
"Ayame",22
"Ayan",196
"Ayan",55
"Ayana",529
"Ayanah",29
"Ayane",32
"Ayani",32
"Ayanna",486
"Ayannah",33
"Ayanni",15
"Ayari",24
"Ayasha",15
"Ayat",123
"Ayda",119
"Aydah",17
"Aydan",213
"Ayden",4545
"Ayden",130
"Ayelen",104
"Ayelet",74
"Ayen",12
"Ayesha",328
"Ayeza",29
"Ayiana",50
"Ayianna",29
"Ayisha",25
"Ayla",2425
"Aylah",181
"Aylana",23
"Aylani",81
"Aylanie",19
"Aylee",56
"Ayleen",703
"Aylen",58
"Aylen",105
"Aylene",34
"Ayliana",17
"Aylie",12
"Aylin",1654
"Aylin",900
"Ayline",29
"Aylinn",40
"Aylla",16
"Aymar",15
"Aymee",17
"Aynslee",23
"Aynsleigh",12
"Aynsley",16
"Ayomide",56
"Ayomide",47
"Ayomiposi",12
"Ayonna",43
"Ayra",139
"Ayrabella",37
"Ayriana",27
"Ayrianna",18
"Ayrin",13
"Ayris",19
"Aysa",12
"Aysa",14
"Ayse",44
"Aysel",32
"Aysha",110
"Aysia",90
"Ayslin",17
"Aytana",27
"Ayumi",47
"Ayushi",22
"Ayva",480
"Ayvah",284
"Ayven",47
"Ayvree",13
"Ayza",32
"Ayzah",13
"Ayzlee",16
"Aza",34
"Azaelia",11
"Azaiah",22
"Azaiah",91
"Azalaya",10
"Azalea",1040
"Azaleah",68
"Azalee",38
"Azaleigh",13
"Azalia",123
"Azaliah",65
"Azaliyah",18
"Azalya",19
"Azalyn",20
"Azalynn",27
"Azani",10
"Azara",42
"Azarah",29
"Azari",120
"Azari",92
"Azaria",558
"Azaria",302
"Azariah",621
"Azariah",687
"Azarie",17
"Azariya",23
"Azariyah",78
"Azariyah",50
"Azaryah",25
"Azaryah",27
"Azaya",21
"Azayla",54
"Azaylah",19
"Azaylea",21
"Azaylee",16
"Azaylia",30
"Azealia",19
"Azel",17
"Azel",18
"Azelea",18
"Azelia",44
"Azelie",34
"Azella",11
"Azelle",17
"Azelyn",14
"Azeneth",125
"Azeriah",10
"Azhar",19
"Azhar",18
"Azia",32
"Aziah",64
"Aziah",53
"Aziel",98
"Azirah",14
"Aziya",41
"Aziyah",73
"Aziyah",142
"Aziza",97
"Azizah",16
"Azlin",15
"Azlyn",103
"Azlynn",136
"Azmariah",13
"Azmina",18
"Azora",17
"Azori",15
"Azra",102
"Azra",57
"Azrael",29
"Azrael",126
"Azrah",13
"Azriel",45
"Azriel",145
"Azriella",14
"Azrielle",36
"Azucena",90
"Azul",176
"Azul",275
"Azula",24
"Azura",69
"Azure",50
"Azure",61
"Azuri",87
"Azyah",12
"Azyiah",22
"Azyria",13
"Azyriah",14
"Baani",20
"Baby",23
"Baby",27
"Babygirl",22
"Baelynn",17
"Bahar",53
"Bahja",11
"Baila",237
"Bailea",12
"Bailee",1078
"Bailei",14
"Baileigh",179
"Bailey",5522
"Bailey",2942
"Bailie",25
"Bailor",10
"Bailor",10
"Baily",25
"Bailyn",24
"Bailynn",26
"Baker",166
"Baker",29
"Baleigh",92
"Bana",26
"Baneen",15
"Bani",28
"Baran",13
"Baran",18
"Barbara",647
"Barbie",61
"Barkot",15
"Barrett",41
"Barrett",1404
"Basil",38
"Basil",76
"Basma",50
"Basya",60
"Batool",38
"Batoul",45
"Batsheva",162
"Batya",47
"Bawi",15
"Bawi",29
"Baxley",15
"Baxley",16
"Bay",66
"Bay",91
"Baya",31
"Bayan",78
"Bayla",105
"Baylea",20
"Baylee",1414
"Baylei",44
"Bayleigh",450
"Baylen",15
"Baylen",59
"Bayler",37
"Bayler",27
"Bayley",97
"Bayli",29
"Baylie",140
"Baylin",20
"Baylin",28
"Baylor",554
"Baylor",424
"Baylyn",18
"Baylynn",26
"Bea",71
"Beatrice",1093
"Beatrix",422
"Beatriz",243
"Beau",85
"Beau",2157
"Beautiful",105
"Beautifull",20
"Beauty",25
"Beaux",139
"Beaux",39
"Bebe",17
"Becca",131
"Becka",12
"Beckett",192
"Beckett",1926
"Beckham",27
"Beckham",1130
"Beckley",18
"Becky",101
"Bekah",14
"Bela",22
"Bela",41
"Belen",669
"Belia",14
"Belicia",12
"Belinda",374
"Belize",12
"Bella",7419
"Bellaann",11
"Belladonna",39
"Bellagrace",21
"Bellah",47
"Bellamarie",37
"Bellami",26
"Bellamie",32
"Bellamy",415
"Bellamy",240
"Bellanie",17
"Bellany",27
"Bellarose",128
"Bellatrix",29
"Belle",540
"Bemnet",18
"Benelli",25
"Beni",11
"Beni",10
"Benita",36
"Benjamin",14587
"Benjamin",30
"Bennett",191
"Bennett",3023
"Bennie",50
"Bennie",18
"Benny",126
"Benson",726
"Bentlee",112
"Bentlee",330
"Bentleigh",63
"Bentleigh",44
"Bentley",4210
"Bentley",333
"Bentli",20
"Bentli",12
"Bentlie",15
"Bentlie",13
"Beren",16
"Beren",20
"Berenice",147
"Beretta",34
"Bergen",29
"Bergen",33
"Berit",27
"Berkeley",224
"Berkeley",124
"Berklee",178
"Berklee",79
"Berkleigh",76
"Berkley",469
"Berkley",288
"Berklie",29
"Berlin",80
"Berlin",150
"Berlyn",57
"Berlynn",51
"Bernadette",299
"Bernice",109
"Berry",18
"Berta",10
"Bertha",64
"Beryl",18
"Besan",15
"Bess",12
"Bessie",19
"Betania",33
"Beth",83
"Bethania",30
"Bethanie",65
"Bethanny",18
"Bethany",1450
"Bethel",149
"Bethel",79
"Bethlehem",35
"Bethsaida",16
"Betsabe",62
"Betsaida",63
"Betselot",17
"Betsy",231
"Bette",23
"Bettie",16
"Bettina",19
"Betty",367
"Betul",20
"Betzabe",13
"Betzabeth",23
"Betzaida",44
"Betzy",30
"Beulah",29
"Beverley",12
"Beverly",318
"Bexlee",64
"Bexleigh",42
"Bexley",477
"Bexley",215
"Bexli",12
"Beya",23
"Beyla",21
"Beyonce",16
"Beza",14
"Bhavika",16
"Bhavya",18
"Bhavya",29
"Biak",16
"Bianca",1706
"Bianey",18
"Bianka",92
"Bibi",30
"Bibiana",49
"Bijou",21
"Bilen",13
"Billi",15
"Billie",193
"Bina",35
"Bindi",33
"Binta",30
"Bintou",51
"Bintu",11
"Birdie",144
"Bisma",10
"Bitania",15
"Bithiah",12
"Blaike",30
"Blaike",18
"Blaiklee",15
"Blaine",33
"Blaine",369
"Blair",1077
"Blair",566
"Blaire",502
"Blaise",48
"Blaise",260
"Blaize",76
"Blaize",13
"Blake",1842
"Blake",4020
"Blakelee",142
"Blakeleigh",106
"Blakeley",133
"Blakeli",20
"Blakely",2091
"Blakely",938
"Blakelyn",143
"Blakelynn",89
"Blaklee",19
"Blakleigh",20
"Blakley",56
"Blanca",237
"Blayke",76
"Blayke",170
"Blayklee",25
"Blayne",82
"Blayne",33
"Blayre",12
"Blayze",13
"Blayze",68
"Blaze",275
"Blaze",29
"Blen",47
"Bless",30
"Bless",31
"Blessed",28
"Blessed",26
"Blessen",16
"Blessin",44
"Blessing",374
"Blessing",207
"Blessings",24
"Blessyn",62
"Bleu",11
"Bleu",13
"Blima",90
"Blimi",11
"Blimie",12
"Blimy",59
"Bliss",51
"Bliss",86
"Blossom",81
"Blu",25
"Blu",22
"Blue",43
"Blue",36
"Bluma",35
"Blyss",16
"Blythe",158
"Blythe",320
"Bo",467
"Bo",44
"Bobbi",135
"Bobbie",76
"Bodhi",925
"Bodhi",53
"Bodie",280
"Bonita",34
"Bonnie",630
"Bora",27
"Bora",29
"Boston",451
"Boston",86
"Bostyn",101
"Bostyn",55
"Bostynn",14
"Bowen",30
"Bowen",651
"Bowie",173
"Bowie",118
"Bracha",160
"Bradie",16
"Bradlee",97
"Bradlee",72
"Bradleigh",67
"Bradley",2091
"Bradley",109
"Bradlie",13
"Brady",77
"Brady",1781
"Brae",17
"Brae",16
"Braedyn",84
"Braedyn",21
"Braelee",46
"Braeleigh",66
"Braeley",18
"Braelin",13
"Braelin",20
"Braelyn",1320
"Braelyn",741
"Braelynn",696
"Braelynn",1485
"Braelynne",31
"Brailee",89
"Braileigh",20
"Brailey",97
"Brailyn",106
"Brailyn",78
"Brailynn",67
"Brailynn",126
"Bralee",11
"Braleigh",66
"Braley",18
"Bralyn",28
"Bralyn",29
"Bralynn",81
"Bralynn",47
"Brandee",21
"Brandi",189
"Brandie",26
"Brandon",4084
"Brandy",146
"Brandy",78
"Braniya",10
"Braniyah",17
"Branna",13
"Brantlee",32
"Brantlee",231
"Brantleigh",31
"Brantley",86
"Brantley",2647
"Brave",46
"Bravery",28
"Bravery",16
"Braxlee",12
"Braxley",13
"Braxley",14
"Braxton",59
"Braxton",3307
"Braxtyn",131
"Braxtyn",50
"Bray",15
"Bray",27
"Braya",59
"Brayah",25
"Brayden",35
"Brayden",5694
"Brayla",66
"Braylah",12
"Braylan",56
"Braylea",20
"Braylee",1027
"Braylee",556
"Braylei",19
"Brayleigh",339
"Braylen",739
"Braylen",81
"Brayley",38
"Brayli",27
"Braylie",94
"Braylin",172
"Braylin",267
"Braylinn",24
"Braylon",749
"Braylon",23
"Braylyn",70
"Braylyn",55
"Braylynn",218
"Braylynn",119
"Brazil",35
"Brea",213
"Breah",56
"Brealyn",15
"Brealynn",46
"Breana",74
"Breann",52
"Breanna",785
"Breanne",98
"Breasia",70
"Breck",90
"Breck",12
"Brecken",355
"Brecken",56
"Breckin",14
"Breckin",62
"Brecklyn",102
"Brecklynn",38
"Breckyn",73
"Breckyn",101
"Bree",412
"Breea",15
"Breeana",22
"Breeanna",20
"Breelan",14
"Breeley",11
"Breella",15
"Breelle",25
"Breelyn",149
"Breelynn",88
"Breena",27
"Breeze",48
"Breeze",32
"Breezy",29
"Breighlyn",19
"Breindel",13
"Breindy",31
"Breklyn",22
"Brekyn",18
"Brekyn",21
"Brelee",12
"Breleigh",40
"Brelyn",35
"Brelynn",127
"Bren",18
"Bren",14
"Brena",33
"Brenda",687
"Brendalynn",12
"Brendy",17
"Brenlee",72
"Brenleigh",61
"Brenley",100
"Brenlie",12
"Brenlyn",12
"Brenlynn",23
"Brenna",656
"Brennan",584
"Brennan",74
"Brennyn",11
"Brentlee",17
"Brentlee",84
"Brentley",334
"Brentley",28
"Brenya",15
"Breonna",52
"Breslin",29
"Breslin",29
"Breslyn",36
"Brett",337
"Brett",27
"Brexlee",24
"Brexley",39
"Brexlyn",12
"Breya",46
"Breyah",13
"Breyana",16
"Breyanna",16
"Breyer",19
"Breylynn",10
"Breyonna",12
"Brezlyn",11
"Bri",22
"Bria",806
"Briah",51
"Brian",1970
"Briana",1482
"Brianda",45
"Briann",23
"Brianna",6540
"Briannah",40
"Brianne",140
"Brianni",12
"Brianny",66
"Briany",33
"Briar",686
"Briar",534
"Briarrose",32
"Briasia",51
"Brice",19
"Brice",205
"Briceyda",15
"Bridger",264
"Bridget",1087
"Bridgett",66
"Bridgette",274
"Bridgit",22
"Bridgitte",14
"Brie",139
"Brieana",16
"Brieann",10
"Brieanna",36
"Briel",55
"Briele",16
"Briell",18
"Briella",1811
"Briellah",14
"Brielle",5181
"Brielyn",35
"Brielynn",38
"Brienna",55
"Brienne",60
"Brier",29
"Brier",46
"Brigette",45
"Briggs",407
"Brighid",19
"Brighten",15
"Brightly",13
"Brighton",224
"Brighton",203
"Brightyn",19
"Brigid",158
"Brigit",20
"Brigitta",16
"Brigitte",226
"Brihana",29
"Brihanna",68
"Brilee",72
"Brilee",126
"Brileigh",104
"Briley",315
"Briley",564
"Brilyn",31
"Brilynn",126
"Brin",14
"Brina",26
"Brinda",14
"Brindle",15
"Brindley",16
"Brinklee",13
"Brinkley",119
"Brinlee",351
"Brinleigh",123
"Brinley",1763
"Brinley",791
"Brinly",14
"Brinlyn",15
"Brinlynn",24
"Brinn",40
"Brinna",19
"Brinnley",52
"Brinslee",11
"Brinsley",29
"Briona",18
"Brionna",63
"Briony",15
"Brisa",368
"Briseida",139
"Briseis",129
"Briseyda",129
"Brissa",181
"Brissia",14
"Bristal",43
"Bristol",1290
"Bristol",720
"Bristyl",18
"Bristyn",16
"Brita",14
"Britain",64
"Britain",58
"Britani",20
"Britanny",39
"Britany",107
"Brithany",97
"British",36
"Britley",14
"Britney",348
"Britt",28
"Britt",16
"Britta",99
"Brittain",17
"Brittain",18
"Brittan",32
"Brittan",22
"Brittani",29
"Brittanie",14
"Brittany",1257
"Britten",16
"Brittish",21
"Brittlyn",10
"Brittney",208
"Britton",182
"Britton",139
"Brittyn",46
"Brityn",16
"Brixley",20
"Brixton",271
"Brixton",43
"Brixtyn",15
"Briya",20
"Briyah",25
"Briyana",13
"Briyanna",21
"Briyelle",17
"Briyith",11
"Briza",45
"Brizeida",13
"Brocha",39
"Brodi",34
"Brodie",30
"Brodie",315
"Brody",3052
"Brody",27
